      85      57 1181568
      84      58 1185289
      83      59 1183761
      82      60 1185141
      81      61 1179561
      80      62 1176615
      79      63 1168159
      78      64 1163017
      77      65 1152330
      76      66 1144520
      75      67 1131172
      90      53 1164306
      89      54 1172457
      88      55 1178841
      87      56 1184323
      86      57 1187792
      85      58 1190434
      84      59 1191113
      83      60 1191265
      82      61 1189441
      81      62 1185216
      80      63 1179152
      79      64 1172357
      78      65 1163777
      77      66 1154868
      76      67 1144000
      75      68 1132417
      91      53 1167408
      90      54 1177344
      89      55 1182511
      88      56 1190228
      87      57 1192565
      86      58 1197330
